name,hasAnnotation,hasSentence,Example.Construction,label,comment
Example_3827,,['Learning to be morally whole - integrated - takes courage.'],['Adjective(T) Noun(S)'],['Learning to be morally whole -...'],['morally whole']
Example_4516,['chains of poverty'],"[""IDEAS producer Mary O'Connell charts the progress of these mothers as they attempt to break the generational chains of poverty.""]",['Noun(S) of Noun(T)'],"[""IDEAS producer Mary O'Connell charts...""]",
Example_3641,,['Only from a high enough rung on the career ladder will one be allowed to have an impact.'],,['Only from a high enough rung on...'],['high enough rung on the career ladder']
Example_536,,['This means the issue is a true test of whether the government has integrity and is interested in upholding the public interest.'],,['This means the issue is a true...'],['government has integrity']
Example_5476,['violence spills'],"['In their study', 'the researchers noted that previous research has showed how domestic violence spills over into the workplace.']",['Subject(T) Verb(S)'],"['In their study, the researchers...']",
Example_3826,,"['under pressure', '"" he was quoted as saying by Associated Press.', 'but emotionally fragile', '""Some people close to the judge have acted badly and have put someone who is honest and upright']",,"['""Some people close to the judge...']",
Example_4655,['mental struggle'],['... thought of being able to identify a mental struggle and explain it starts to take weight off'],['Adjective(T) Noun(S)'],['... thought of being able to identify...'],
Example_418,['heated argument'],['A Heated Argument About Israel'],['Adjective(S) Noun(T)'],['A Heated Argument About Israel'],
Example_4204,,"['McGrath said', ""costly hospital space will continue to be gobbled up by patients who don't need that level of care."", 'Otherwise']",,"['Otherwise, McGrath said, costly...']",
Example_444,['anger bubbling'],"['""Everybody knows there\'s a lot of public anger bubbling below the surface about public transit.”']",['Subject(T) Verb(S)'],"['""Everybody knows there\'s a lot...']",
Example_2433,['invade the privacy'],['The Supreme Court has ruled that the\xa0government\xa0can\xa0invade\xa0the privacy\xa0rights\xa0of EI recipients.'],['Verb(S) Direct Object(T)'],['The Supreme Court has ruled that...'],"[""this could also pertain to GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS INVADING A TERRITORY""]"
Example_1094,,['Following directions led King down a path to disaster'],,['Following directions led King down...'],
Example_5055,['grow a thriving business'],"[""Something that's really powerful to grow a thriving business and a really healthy economy is when local investors are actually investing in local companies.""]",['Verb(S) Direct Object(T)'],"[""Something that's really powerful...""]",
Example_981,['happened upon the opportunity'],"[""That's what she was doing when she happened upon the opportunity that would change her life forever.""]",['Verb(S) preposition Noun(T)'],"[""That's what she was doing when...""]",
Example_4124,['came the smell'],['Then came the smell.'],['Verb(S) Direct Object(T)'],['Then came the smell.'],
Example_4970,['smell something'],"['""Canadians smell something fishy. What is the government hiding?"" he demanded in the Commons.']",['Verb(S) Direct Object(T)'],"['""Canadians smell something fishy....']",
Example_4979,['down with these symptoms'],"['headache', 'you’d probably assume it’s the flu and take to your bed immediately.', 'sore throat', 'cough', 'diarrhea: If you came down with these symptoms in the middle of winter', 'breathing problems', 'A runny nose', 'fever']",['Verb(S) preposition Noun(T)'],"['A runny nose, cough, sore throat,...']",
Example_5140,['social climber'],"[""He's a social climber.""]",['Adjective(T) Noun(S)'],"[""He's a social climber.""]",
Example_268,['a ticket to BlackBerry'],['Passport a ticket to BlackBerry turning the corner?'],['Noun(S) preposition Noun(T)'],['Passport a ticket to BlackBerry...'],
Example_344,['tons of knowledge'],"['there will be tons of knowledge that will evaporate if they retire or leave.', 'If somebody has been at a company for 20 years']",['Noun(S) of Noun(T)'],['If somebody has been at a company...'],
Example_1717,['fall into violence and chaos'],"[""we would fall into violence and chaos and that's a distorted view of the world."", 'The line represents that without the police', 'without armed officers regulating our behaviour']",['Verb(S) preposition Noun(T)'],['The line represents that without...'],
Example_3319,['poverty gap'],['Pandemic poverty gap'],['Noun(T) Noun(S) Compound'],['Pandemic poverty gap'],
Example_1872,,"['as they knew the general election would be a hard-won fight.', 'Both sides girded for battle']",,"['Both sides girded for battle, as...']",
Example_701,['bureaucrats guide'],"['...bureaucrats guide the ship', ""ensuring it doesn't just sail but glides gracefully""]",['Subject(T) Verb(S)'],"['...bureaucrats guide the ship,...']",
Example_112,,"['""Something to chew on pre-Nucks vs Ducks""']",,"['""Something to chew on pre-Nucks...']",
Example_3491,['gained a great deal of knowledge'],"[""I have gained a great deal of knowledge that will enhance your firm's success.""]",['Verb(S) Direct Object(T)'],['I have gained a great deal of knowledge...'],
Example_4009,['coalitions can crumble'],"['So we would be perpetually in a state of minority government', ""which is inherently unstable because at any point the coalitions can crumble and we're back to the polls.""]",['Subject(T) Verb(S)'],['So we would be perpetually in a...'],
Example_2328,"['""welfare addicts""']","['In between', 'he is supposed to provide his clients with whatever social services and counseling he deems necessary to get them off the dole and to keep them and their children from becoming ""welfare addicts.""']",['Noun(T) Noun(S) Compound'],"['In between, he is supposed to provide...']",
Example_726,['grow your business'],['Here are some tips to grow your business.'],['Verb(S) Direct Object(T)'],['Here are some tips to grow your...'],
Example_1610,['love overcome'],['Does love overcome all obstacles?\xa0'],['Subject(T) Verb(S)'],['Does love overcome all obstacl...'],
Example_4119,,['Here comes the beep!'],,['Here comes the beep!'],
Example_4145,"['""land of opportunity""']",['Or can the U.S. make changes to be more of a “land of opportunity”?'],['Noun(S) of Noun(T)'],['Or can the U.S. make changes to...'],
Example_2494,,['Innovation Sputters in Battle Against Climate Change'],,['Innovation Sputters in Battle Against...'],
Example_368,['leap forward'],['Unlike some of their Canadian-based counterparts in 2013-14 ... the Canadiens made a leap forward.'],,['Unlike some of their Canadian-based...'],
Example_3551,,['His life has taken a good course.'],,['His life has taken a good cour...'],
Example_5067,['crime epidemic'],['Travis speaks to a group of high school students in East London about the violence he experienced in his own youth and the current knife crime epidemic.'],['Noun(T) Noun(S) Compound'],['Travis speaks to a group of high...'],
Example_4427,['battle in a new session'],"['But for the politicians', 'ready for battle in a new session of Parliament', 'these polls are something to dread.']",['Noun(S) preposition Noun(T)'],"['But for the politicians, ready...']",
Example_227,['wrestle with systemic racism'],"['""It really changed the consciousness for a while of America wanting to wrestle with systemic racism', 'wanting to grapple with the inequities that prevailed and how best to respond to them', '"" said Michael Eric Dyson author of ""Long Time Coming: Reckoning with Race in America"" and professor at Vanderbilt University.']",['Verb(S) preposition Noun(T)'],"['""It really changed the consciousness...']",
Example_5450,['digest it'],['Too much news and not enough time to digest it all?'],['Verb(S) Direct Object(T)'],['Too much news and not enough time...'],
Example_19,['clear judgement'],['Not since the Act of Elizabeth in 1601 had a clear judgement on classification of charity been delivered.'],['Adjective(S) Noun(T)'],['Not since the Act of Elizabeth...'],
Example_3175,"['ongoing efforts', 'light on the widespread']","['ongoing efforts of the U.S. government to spy on international phone', 'email and chat communications.', 'A federal appeals court on Wednesday upheld the terrorism conviction of a refugee from Uzbekistan in a controversial case that has shed light on the widespread']",['Noun(S) preposition Noun(T)'],['A federal appeals court on Wednesday...'],
Example_2283,,['This formula did not change even during the 2014 Gaza War when anti-Semitism spread like wildfire in Turkey'],,['This formula did not change even...'],
Example_4150,['Land of Opportunity'],['Impoverished In the Land of Opportunity'],['Noun(S) of Noun(T)'],['Impoverished In the Land of Op...'],
Example_837,['pushed into depression'],['The person often withdraws in their shell and is pushed into depression.'],['Verb(S) preposition Noun(T)'],['The person often withdraws in their...'],
Example_1363,['seeds of legislation'],['It was during this time that the seeds of legislation like the right to education and employment were sown in the government agenda.'],['Noun(S) of Noun(T)'],['It was during this time that the...'],
Example_2080,,"[""Selena Gomez Says People Are Finally Seeing What She 'Always Saw' In Justin""]",,['Selena Gomez Says People Are Finally...'],
Example_932,['handed over control'],"['Britain handed over control of Hong Kong to China almost 25 years ago', 'and there has long been a pro-democracy movement there.']",['Verb(S) preposition Noun(T)'],['Britain handed over control of...'],
Example_538,['building assets'],['Ready to Start Building Assets? Here are 4 Investments You Can Make With $1000'],['Verb(S) Direct Object(T)'],['Ready to Start Building Assets?...'],
Example_1598,,['...building code requirements and regional rules can pose major hurdles.'],,['...building code requirements and...'],
Example_2938,['ideas flowing'],['Each will be interviewed for 11 minutes by the moderator in an attempt to get ideas flowing and hopefully rebuild the party.'],['Subject(T) Verb(S)'],['Each will be interviewed for 11...'],
Example_293,['step-by-step guide'],['Rapid tests – a step-by-step guide'],['Adjective(S) Noun(T)'],['Rapid tests – a step-by-step g...'],
Example_4239,,['The young man is rather green and does not have enough experience to drive the large machinery.'],,['The young man is rather green and...'],
Example_310,,"['Canada and the US: friends', 'partners and allies']",,"['Canada and the US: friends, partners...']",
Example_63,['handed him the job'],['They just handed him the job.'],['Verb(S) Direct Object(T)'],['They just handed him the job.'],
Example_149,['went on to top jobs'],"['When that newspaper folded', 'he went on to top jobs with NBC and ABC News.']",['Verb(S) preposition Noun(T)'],"['When that newspaper folded, he...']",
Example_527,"[""government's efficiency""]","[""GPRA is the centerpiece of a statutory framework that Congress put in place during the 1990s to help resolve the long-standing management problems that have undermined the federal government's efficiency and effectiveness and to provide greater accountability for results.""]","[""Noun's(T) Noun(S)""]",['GPRA is the centerpiece of a statutory...'],
Example_2728,['tsunami of guns'],['Republicans deserve blame for tsunami of guns'],['Noun(S) of Noun(T)'],['Republicans deserve blame for tsunami...'],
Example_3120,['homelessness continues to plague'],['The complex issue of\xa0homelessness\xa0continues to\xa0plague\xa0communities across Southwestern Ontario.'],['Subject(T) Verb(S)'],['The complex issue of\xa0homelessness\xa0continues...'],
Example_3486,['Trudeau pushing'],['Justin Trudeau pushing for new membership rules for Liberal Party of Canada.'],['Subject(T) Verb(S)'],['Justin Trudeau pushing for new...'],
Example_1128,,"['” said Paul.', '“The sense of our community is a family', 'we’re one big family. During times of crisis we kind of all come together to make sure that we’re all trying to help one another']",['Noun(T) copula Noun(S)'],['“The sense of our community is...'],['community is a family']
Example_2986,['tied up in delays'],"['but said a bureaucracy has developed that sees both citizens and municipal workers tied up in delays', 'red tape and inflexible rules.', 'He praised city employees']",['Verb(S) preposition Noun(T)'],"['He praised city employees, but...']",
Example_4359,['unadulterated joy'],['Their 3-2 win over rival U.S. team led to a moment of unadulterated joy on the ice.'],['Adjective(S) Noun(T)'],['Their 3-2 win over rival U.S. team...'],
Example_1580,,['She solved the problem a different way.'],,['She solved the problem a different...'],
Example_5548,,['The cost of freedom is priceless'],,['The cost of freedom is pricele...'],
Example_4982,['down with COVID-19'],"['he picked up his drumsticks', 'When this Halifax musician came down with COVID-19']",['Verb(S) preposition Noun(T)'],['When this Halifax musician came...'],
Example_226,['abortion rights fight'],['Black women say they are invisible in abortion rights fight.'],"[""Noun's(T) Noun(S)""]",['Black women say they are invisible...'],
Example_3512,,['I cannot stress enough the importance of pushing the bill forward.'],['Verb(S) Direct Object(T)'],['I cannot stress enough the importance...'],['pushing the bill forward']
Example_3260,['foundation of government'],['Robertson said Cruz was the only candidate who could restore the constitutional and biblical foundation of government.'],['Noun(S) of Noun(T)'],['Robertson said Cruz was the only...'],
Example_1065,['hungry for information'],['Most adoptees are hungry for information that will lead to their birth parents'],['Noun(S) preposition Noun(T)'],['Most adoptees are hungry for information...'],
Example_3829,,['Integrity is not simply moral wholeness and consistency.'],['Adjective(T) Noun(S)'],['Integrity is not simply moral wholeness...'],['moral wholeness']
Example_173,,"['Even with the best intentions', 'you need some sort of structure in place to help you follow through on taking action.']",,"['Even with the best intentions,...']",
Example_1581,,['Do it any way you can.'],,['Do it any way you can.'],
Example_3780,,"[""but a legal version of it - it's a bunch of money hungry people"", 'Think about a pyramid scheme']",,"['Think about a pyramid scheme, but...']",['money hungry']
Example_2565,,"['For Justin\xa0Trudeau\xa0and Joe Biden', ""\xa0healing\xa0a nation's racist past means listening to those who bear the scars.""]",,"['For Justin\xa0Trudeau\xa0and Joe Biden,\xa0healing\xa0a...']",
Example_1450,['shackles of taxation'],"['Moreover', 'entrepreneurs would play their historically heroic role once they were freed from the shackles of taxation']",['Noun(S) of Noun(T)'],"['Moreover, entrepreneurs would play...']",
Example_1464,,['He is far more intelligent than he looks.'],,['He is far more intelligent than...'],
Example_3405,,"['to competently care for these patients may be considered an insufficient resource.', 'then', 'The knowledge']",,"['The knowledge, then, to competently...']",
Example_711,,"['But they flatly rejected Duch\'s claims that he merely was acting on orders from the top or that he was a ""cog in the machine"" who could not get out']",,"[""But they flatly rejected Duch's...""]",
Example_2037,['century rolled on'],"['people started burning effigies of the Pope on bonfires on November 5.', 'As the century rolled on']",['Subject(T) Verb(S)'],"['As the century rolled on, people...']",
Example_2927,['network of ideas'],"['According to Johnson', 'having a network of ideas that build and connect with each other is essential to come up with good ideas.']",['Noun(S) of Noun(T)'],"['According to Johnson, having a...']",
Example_3069,,['Some youth programs on P.E.I. are feeling the\xa0weight\xa0of the current COVID-19\xa0situation\xa0as health restrictions continue.'],,['Some youth programs on P.E.I. are...'],
Example_4976,,"['one day flowed into the next and dates and times meant nothing to him.', 'given his lifestyle as a heavy crack cocaine user', 'Moreover']",,"['Moreover, given his lifestyle as...']",['one day flowed into the next']
Example_1104,['easy-to-grasp idea'],['Begin each previous job description with a few lines of narrative that provide readers with an easy-to-grasp idea of the most important and relevant work you performed.'],['Adjective(S) Noun(T)'],['Begin each previous job description...'],
Example_936,['acquires control'],['CanWest Global acquires control of Hollinger Inc. in 2000'],['Verb(S) Direct Object(T)'],['CanWest Global acquires control...'],
Example_3155,,['Violent crime is like infectious disease – and we know how to stop it spreading'],,['Violent crime is like infectious...'],
Example_3983,['Trudeau at the helm'],"['Now', 'as Canada marks its 150th with Justin Trudeau at the helm']",,"['Now, as Canada marks its 150th...']",
Example_1051,,"[""Unifor president accuses Bank of Canada of 'class war'""]","[""Noun's(T) Noun(S)""]",['Unifor president accuses Bank of...'],['class war']
Example_5270,,"['Make it a priority to pay your tax instalments on time in order to stay off the CRA’s radar', 'says DiNovo. The consequences of not paying your dues on time can be severe', 'he says']",,['Make it a priority to pay your...'],
Example_638,['taxes are criminal'],"[""The proposed carbon tax is criminal; the every‐man whom this tax will effect the most isn't proposed based on the actions and decisions of the every‐man"", 'but the actions and decisions of the few who employ the every‐man.']",['Noun(T) copula Adjective(S)'],['The proposed carbon tax is criminal;...'],
Example_661,['benefits fuel'],"['such benefits fuel the growth of the market.', 'Therefore']",['Subject(T) Verb(S)'],"['Therefore, such benefits fuel the...']",
Example_774,['Provenge is a gamble'],"['000 gamble.', 'Provenge is an all-or-nothing $93', 'Unlike drugs that people can try for a month or two and keep using only if they keep responding']",['Noun(T) copula Noun(S)'],['Unlike drugs that people can try...'],
Example_1330,['cancer of corruption'],['Our government is afflicted with the cancer of corruption.'],['Noun(S) of Noun(T)'],['Our government is afflicted with...'],
Example_5041,,['Finnie said there are also a lot of new graduates in the group.'],,['Finnie said there are also a lot...'],
Example_2749,['infested with guns'],"['We focus on police brutality', 'but we are asking officers to police a society infested with guns.']",['Verb(S) Direct Object(T)'],"['We focus on police brutality, but...']",
Example_4945,['searching for answers'],['Desperate families are searching for answers after the deadly Bronx apartment blaze'],['Verb(S) preposition Noun(T)'],['Desperate families are searching...'],
Example_395,['dissecting the second presidential debate'],"['primarily eighth graders', 'The hallways are filled with the sounds of middle school students', 'dissecting the second presidential debate from the evening before.']",['Verb(S) Direct Object(T)'],['The hallways are filled with the...'],
Example_851,['lift people out of poverty'],"['focused on upstream measures that will help lift those with low incomes out of poverty and prevent others from falling into it.', 'However', 'the government needs to look at poverty reduction as a long-term effort with a 20-30 year timeline', 'the Committee heard that in addition to addressing the immediate needs of those in poverty']",['Verb(S) preposition Noun(T)'],"['However, the Committee heard that...']",
Example_52,['jockey for positions'],['Prospective students jockey for positions at veterinary college'],['Verb(S) preposition Noun(T)'],['Prospective students jockey for...'],
Example_742,['company loves'],['This company loves the snow'],['Subject(T) Verb(S)'],['This company loves the snow'],
Example_1941,['bottled up emotions'],"['A lot of movies about grief prefer that it be neat', 'tears are shed', 'orderly', 'follow certain patterns — bottled up emotions are expressed', 'a group hug resolves everything.']",['Adjective(S) Noun(T)'],['A lot of movies about grief prefer...'],
Example_2810,['guns are hurting'],"['” Bloomberg said yesterday.', '“Illegal guns are hurting innocent people across America', 'whether you are east of the Mississippi or north or south of the Mason-Dixon line']",['Subject(T) Verb(S)'],['“Illegal guns are hurting innocent...'],
Example_1126,,['Seeing our fellow LGBTQ community members as family means we look out for one another when no one else will.'],['Noun(T) copula Noun(S)'],['Seeing our fellow LGBTQ community...'],['community members as family']
Example_2554,['malignant government'],"['reducing government may seem inherently good.', 'For young people who have seen only malignant government']",['Adjective(S) Noun(T)'],['For young people who have seen...'],
Example_1023,,"['Citizens as bounty hunters do the watching', 'fill out the legal forms', 'and conduct the punishing.']",,['Citizens as bounty hunters do the...'],
Example_2570,['ship of\xa0government'],"['in\xa0steering\xa0the ship of\xa0government.', 'rather than people', 'And she has shown that she understands the importance of structures']",['Noun(S) of Noun(T)'],['And she has shown that she understands...'],
Example_3485,['CEO pushing'],"[""New Thomson Reuters CEO pushing to reduce organization's complexity""]",['Subject(T) Verb(S)'],['New Thomson Reuters CEO pushing...'],
Example_4822,,"[""If we can help one person get the support they need to get out of a relationship that's abusive or violent"", ""then we've really done our job.""]",,['If we can help one person get the...'],['out of a relationship']
Example_2270,['discovering new ideas'],"['an implicit narrative of an artist discovering new ideas and choosing different challenges.', 'Some pop careers unfold as a progression']",['Verb(S) Direct Object(T)'],"['Some pop careers unfold as a progression,...']",
Example_5115,['ignited action'],['His idea for a cultural centre was the spark which ignited action'],['Verb(S) Direct Object(T)'],['His idea for a cultural centre...'],
Example_1742,['dwindling donations'],['Calgary Crime Stoppers faces dwindling donations as gun violence rises in city'],['Adjective(S) Noun(T)'],['Calgary Crime Stoppers faces dwindling...'],
Example_2175,['catch the wind'],"['so they can catch the wind.”', '“Trampolines are like big sails']",['Verb(S) Direct Object(T)'],"['“Trampolines are like big sails,...']",
Example_2818,['spirits soar'],['Spirits Soar And Feet Fly At Tribute To Nureyev'],['Verb(S) Direct Object(T)'],['Spirits Soar And Feet Fly At Tribute...'],
Example_1913,,"['in the classic sense of the term', 'must be able to read the temperature of the room', 'A prudent politician']",,"['A prudent politician, in the classic...']",
Example_1432,['squashed beneath debt'],"['000. Forgetting to factor in even one can quickly leave you squashed beneath debt.', 'consider that some permits can run you over $15', 'If you are not convinced']",['Verb(S) preposition Noun(T)'],"['If you are not convinced, consider...']",
Example_5165,['load of suffering'],"['For most of her childhood and youth', 'Sharon carried a heavy load of suffering and pain.']",['Noun(S) of Noun(T)'],"['For most of her childhood and youth,...']",
Example_3168,['avalanche of taxes'],"['Obamacare will unleash an avalanche of taxes on individuals', 'In 2013', 'businesses and insurers.']",['Noun(S) of Noun(T)'],"['In 2013, Obamacare will unleash...']",
Example_4026,['political stage'],"['America has always been known as a young and hungry country. But for the first time', 'our political stage is dominated by a cadre of candidates almost all in their 70s.']",['Adjective(T) Noun(S)'],['America has always been known as...'],
Example_5455,['digest that'],"['too: 50 kilometres of vert.', 'Take a moment to digest that']",['Verb(S) Direct Object(T)'],"['Take a moment to digest that, too:...']",
Example_554,['noticed the mistake'],"[""Prince George's officials said they noticed the mistake last week after commencements were underway.""]",['Verb(S) Direct Object(T)'],"[""Prince George's officials said...""]",
Example_695,['manufacture bureaucracy'],"['the public health weaknesses and opportunities and the leadership decisions being considered.', 'there must be a third and very thoughtful aggregation of qualified leaders whose only job is to think through the research findings', 'While the academics work 23 hours a day and while the bureaucrats manufacture bureaucracy']",['Verb(S) Direct Object(T)'],['While the academics work 23 hours...'],
Example_3341,['spat with China'],"[""Japan's Spat With China Takes Big Toll on Tourism\nIsland Rift Hurts Key Element of Tokyo's Growth Strategy""]",['Noun(S) preposition Noun(T)'],"[""Japan's Spat With China Takes Big...""]",
Example_4072,"[""chipped away at the law's foundations""]","[""Thursday's ruling was the fourth in a series that has steadily chipped away at the law's foundations.""]",['Verb(S) preposition Noun(T)'],"[""Thursday's ruling was the fourth...""]",
Example_4339,['light up his face'],['Lana saw the pleasure light up his face'],['Verb(S) Direct Object(T)'],['Lana saw the pleasure light up...'],
Example_2460,,['It appears Alberta nurses are one step closer to reaching a contract deal with Alberta Health Services.'],,['It appears Alberta nurses are one...'],
Example_5293,,['Her theory requires the reader to understand  many interconnected factors.'],,['Her theory requires the reader...'],
Example_2657,['government regulations holding back'],['GOVERNMENT REGULATIONS HOLDING BACK JOB CREATION?'],['Subject(T) Verb(S)'],['GOVERNMENT REGULATIONS HOLDING...'],
Example_334,['torrent of gun violence'],"['ditching a goal celebration in favor of going to a field microphone used for broadcasts to demand action from Congress in stemming the torrent of gun violence in the country.', 'Philadelphia Union midfielder Alejandro Bedoya made national headlines in 2019']",['Noun(S) of Noun(T)'],['Philadelphia Union midfielder Alejandro...'],
Example_3242,['contain the story'],['Tree rings contain the story of the region.'],['Verb(S) Direct Object(T)'],['Tree rings contain the story of...'],
Example_1934,['give away emotions'],['...the inadvertent facial expressions that give away emotions and intentions'],['Verb(S) preposition Noun(T)'],['...the inadvertent facial expressions...'],
Example_3987,['eroding supply chains'],"['blaming vaccine nationalism for eroding supply chains and triggering shortages.', 'Kenya is just days away from running out of Covid-19 vaccines with only about 100', '000 AstraZeneca doses left', ""the country's health minister Mutahi Kagwe told CNN""]",['Verb(S) Direct Object(T)'],['Kenya is just days away from running...'],
Example_5099,['mend this process'],"['"" Leahy said.', '""I am under no illusion that we can mend this process overnight']",['Verb(S) Direct Object(T)'],"['""I am under no illusion that we...']",
Example_5471,,['What made this impact program difficult to grasp was how the tour is deciding who finishes in the top 10.'],,['What made this impact program difficult...'],
Example_1022,,['Juno Awards underdog the Jerry Cans drawing eyes and ears to music of the North'],,['Juno Awards underdog the Jerry...'],
Example_820,,['The United States dragged its allies into a commitment to the Gulf War.'],,['The United States dragged its allies...'],
Example_4839,"[""toppled Egypt's brutal regime""]","[""Ten years ago I watched as protesters toppled Egypt's brutal regime.""]",['Verb(S) Direct Object(T)'],['Ten years ago I watched as protesters...'],
Example_4930,['descent in the Omnicron wave'],['Wastewater data — the detection method able to give the most advanced picture of where SARS-CoV-2 is going — shows virus counts are levelling off after a steep climb and descent in the Omicron wave.'],['Verb(S) preposition Noun(T)'],['Wastewater data — the detection...'],
Example_1383,['Crime is a beast'],['Crime is a beast ravaging the city.'],['Noun(T) copula Noun(S)'],['Crime is a beast ravaging the ...'],
Example_3906,['mass of guns'],['Oath Keeper testifies about mass of guns allegedly stored near DC on January 6'],['Noun(S) of Noun(T)'],['Oath Keeper testifies about mass...'],
Example_5516,,['The story concerns a collection of wealth-hungry social climbers who expect to inherit the fortune of a man to whom they are all distantly related.'],,['The story concerns a collection...'],['wealth-hungry social climbers']
Example_3412,['employees are your best resource'],"['HR advisory team lead at Peninsula Canada', 'Your employees are your best resource” to guide this process', 'according to Kiljon Shukullari']",['Noun(T) copula preposition Noun(S)'],['Your employees are your best resource”...'],
Example_2363,['heightened government control'],"['leading to a decline in baseball popularity in the 1930s', 'Heightened government control was just the beginning']",['Adjective(S) Noun(T)'],['Heightened government control was...'],
Example_201,['war on poverty'],"['its anniversary is being observed with academic conferences and ideological sparring', 'Fifty years after the war on poverty began']",['Noun(S) preposition Noun(T)'],['Fifty years after the war on poverty...'],
Example_4393,['arm of the law'],"['Toronto MP Bill Blair', ""The Justin Trudeau government's spokesperson on the file"", 'says anyone operating outside federal or provincial frameworks will face the strong arm of the law.']",['Noun(S) of Noun(T)'],"[""The Justin Trudeau government's...""]",
Example_3369,,"[""as one of Alberta's four newly appointed Court of Queen's Bench\xa0judges"", 'Now', ""he's the\xa0referee.\xa0""]",,"[""Now, as one of Alberta's four newly...""]",
Example_1407,,"['you never stray from the curriculum', 'in your general teaching', 'If', 'this may not be the time to implement this action.']",['Verb(S) preposition Noun(T)'],"['If, in your general teaching, you...']",['stray from the curriculum']
Example_2839,['high spirits'],"[""You're in high spirits.""]",['Adjective(S) Noun(T)'],"[""You're in high spirits.""]",
Example_2959,['unethical loopholes that plague'],['We need to close the\xa0unethical\xa0loopholes that\xa0plague\xa0our federal cabinet.'],['Subject(T) Verb(S)'],['We need to close the\xa0unethical\xa0loopholes...'],['unethical loopholes that plague']
Example_1805,['bastion of our government'],['The Federal Reserve may be the last bastion of our government not infected with partisan politics'],['Noun(S) of Noun(T)'],['The Federal Reserve may be the...'],
Example_4769,['closely related corporations'],['Section 128 specifically addresses closely related corporations.'],['Adjective(S) Noun(T)'],['Section 128 specifically addresses...'],
Example_2585,['father of democracy'],['Washington: Founding father of democracy.'],['Noun(S) of Noun(T)'],['Washington: Founding father of...'],
Example_1011,['Rights Shield'],['Rights Shield For Minority Shareholder'],['Noun(T) Noun(S) Compound'],['Rights Shield For Minority Sha...'],
Example_1954,,"[""BP can't contain oil or anger""]",,"[""BP can't contain oil or anger""]",
Example_3189,['flood of government debt'],['But what if the flood of government debt leads some important lenders to demand higher returns?'],['Noun(S) of Noun(T)'],['But what if the flood of government...'],
Example_1642,['weight of a humanitarian crisis'],['Puerto Rico endures under the weight of a humanitarian crisis'],['Noun(S) preposition Noun(T)'],['Puerto Rico endures under the weight...'],
Example_1614,['relationship is off the rails'],"['Your partner quickly pulls up their guard too', 'and seconds later a good relationship is off the rails.']",['Noun(T) copula preposition Noun(S)'],['Your partner quickly pulls up their...'],
Example_1643,['weight of expectations'],['The Marseille forward seemed to crumble under the weight of expectations...'],['Noun(S) preposition Noun(T)'],['The Marseille forward seemed to...'],
Example_3262,"['The Catholic Church is the entity here understood as ""shooting itself"" or being shot.']","['a homicide or a mercy killing.', 'Their practices and policies have put them right in the cross hairs and it is only a matter of time before someone pulls the trigger. When that happens', 'one will be left to wonder whether it is a suicide']",,['Their practices and policies have...'],['Article not found']
Example_3612,['bottom of the ladder'],"['left him staring at the prospect of ""going back down to the bottom of the ladder"" in his industry.', 'The loss of his job during the pandemic', 'however']",['Noun(S) of Noun(T)'],['The loss of his job during the...'],
Example_2038,['project went on'],['And we know from Cohen that he not only lied to the special counsel’s office about Trump Tower Moscow but did so because he believed the truthful details of how long the conversations with Russians over the project went on'],['Subject(T) Verb(S)'],['And we know from Cohen that he...'],
Example_5427,['rebuild the trust'],['We are working hard to rebuild the trust of our customers.'],['Verb(S) Direct Object(T)'],['We are working hard to rebuild...'],
Example_5098,['repair the relationship'],"['elected last month and led by Prime Minister Anthony Albanese', 'after Macron called Albanese to congratulate him on his election.', 'has already made efforts to repair the relationship', 'The new Labor government']",['Verb(S) Direct Object(T)'],"['The new Labor government, elected...']",
Example_3851,,['...have everyone believe and obey God the Father and God the Mother'],,['...have everyone believe and obey...'],['obey God the Father and God the Mother']
Example_1935,['putting your emotions'],['Emotional regulation is not about putting your emotions under lock and key but managing how they affect your behavior.'],['Verb(S) Direct Object(T)'],['Emotional regulation is not about...'],
Example_4314,['filled with joy'],"['romance and beauty.', 'There are vast regions of Black life that are filled with joy']",['Verb(S) preposition Noun(T)'],['There are vast regions of Black...'],
Example_3111,['lift out of poverty'],"['we have helped lift millions of Canadians out of poverty and given them a real and fair chance at success through initiatives like the Canada Child Benefit', 'Here in Canada']",['Verb(S) preposition Noun(T)'],"['Here in Canada, we have helped...']",
Example_4951,['adopted the customs'],['They adopted the customs of their neighbors.'],['Verb(S) Direct Object(T)'],['They adopted the customs of their...'],
Example_5479,['moved away from gun permits'],"['Last year', 'it moved away from gun permits', 'allowing most people to openly carry guns without a permit or training.']",['Verb(S) preposition Noun(T)'],"['Last year, it moved away from gun...']",
Example_228,"[""fight for women's rights""]",['The long fight for women’s rights in Iran'],['Verb(S) preposition Noun(T)'],['The long fight for women’s rights...'],
Example_4133,,"['whenever we choose to embrace it.', 'Happiness is right here', 'right now']",,"['Happiness is right here, right...']","['right here, right now']"
Example_1876,['defeat Ford'],"['this is how the fight to defeat Ford is shaping up.', 'Election one year away']",['Verb(S) Direct Object(T)'],"['Election one year away, this is...']",
Example_976,['got a headache'],"['It was the day she got a headache', 'one that has never left her.']",['Verb(S) Direct Object(T)'],"['It was the day she got a headache,...']",
